F,N,M,mode,W,core_type,model,work,placement,n_machines,n_ticks,repeat,scenario_name,sim_id,setup_s,broker_setup_s,federate_spawn_s,sim_wall_s,perf_n_ticks,tick_mean_s,tick_median_s,tick_p95_s,failure_mode,peak_rss_mb,cpu_util_pct,throughput_inst_steps_s,exchange,distance,fanout,msg_width,freq,causality,n_edges,n_subs,max_fed_in,max_fed_out
2,4,64,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M64_seq_zmq_local,20260728_082706,1.8540005683898926,0.6326541900634766,0.07110214233398438,0.2540552616119385,300,0.0008460815747578939,0.0007567405700683594,0.0014011859893798828,,1359.85546875,1613.15,604592.870958206,none,,,1,1,,0,0,0,0
2,4,64,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M64_seq_zmq_local,20260728_082710,1.7774169445037842,0.6327011585235596,0.06612300872802734,0.24804019927978516,300,0.0008260631561279297,0.0007724761962890625,0.0009775161743164062,,1364.6640625,1593.23,619254.4613574584,none,,,1,1,,0,0,0,0
2,4,64,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M64_seq_zmq_local,20260728_082714,1.8603768348693848,0.6371726989746094,0.07547712326049805,0.24353933334350586,300,0.0008110904693603516,0.0007619857788085938,0.0008695125579833984,,1359.3203125,1535.1200000000001,630698.942512712,none,,,1,1,,0,0,0,0
2,8,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N8_M4_seq_zmq_local,20260728_082718,2.130857229232788,0.6349701881408691,0.13987088203430176,0.042717695236206055,300,0.00014147361119588216,0.00010800361633300781,0.0003113746643066406,,2439.2734375,2498.663636363636,449462.45095467457,none,,,1,1,,0,0,0,0
2,8,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N8_M4_seq_zmq_local,20260728_082722,2.1148529052734375,0.6329376697540283,0.12694954872131348,0.058945417404174805,300,0.00019530614217122395,0.00015926361083984375,0.0005197525024414062,,2429.11328125,2770.13,325725.06643476855,none,,,1,1,,0,0,0,0
2,8,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N8_M4_seq_zmq_local,20260728_082725,2.191286563873291,0.6353681087493896,0.1455836296081543,0.040415048599243164,300,0.00013395865758260091,0.0001010894775390625,0.0002956390380859375,,2429.01953125,2660.009090909091,475070.56567932846,none,,,1,1,,0,0,0,0
2,16,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N16_M4_seq_zmq_local,20260728_082730,2.7449326515197754,0.6350278854370117,0.2868642807006836,0.061388492584228516,300,0.0002035355567932129,0.0001766681671142578,0.0003705024719238281,,4653.71484375,3427.0928571428567,625524.4001522437,none,,,1,1,,0,0,0,0
2,16,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N16_M4_seq_zmq_local,20260728_082735,2.7477734088897705,0.6357388496398926,0.2726736068725586,0.06207633018493652,300,0.0002057981491088867,0.0001747608184814453,0.00037670135498046875,,4646.72265625,3367.914285714286,618593.2687322126,none,,,1,1,,0,0,0,0
2,16,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N16_M4_seq_zmq_local,20260728_082740,2.7376670837402344,0.6332943439483643,0.5192828178405762,0.06174802780151367,300,0.00020461241404215496,0.00017309188842773438,0.0005106925964355469,,4640.06640625,3292.826666666667,621882.210123943,none,,,1,1,,0,0,0,0
2,16,16,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N16_M16_seq_zmq_local,20260728_082745,2.7759153842926025,0.6329665184020996,0.44269895553588867,0.15969610214233398,300,0.0005310400327046712,0.0004945993423461914,0.0008566379547119141,,4712.296875,3513.3133333333335,961826.857008065,none,,,1,1,,0,0,0,0
2,16,16,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N16_M16_seq_zmq_local,20260728_082751,2.7787041664123535,0.632885217666626,0.4084954261779785,0.1440730094909668,300,0.0004790719350179036,0.00047791004180908203,0.0005955696105957031,,4714.875,3475.5333333333333,1066126.129680317,none,,,1,1,,0,0,0,0
2,16,16,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N16_M16_seq_zmq_local,20260728_082756,2.6935737133026123,0.6360421180725098,0.3120443820953369,0.1513526439666748,300,0.000503376324971517,0.0005042552947998047,0.0007863044738769531,,4646.10546875,3264.3571428571427,1014848.4755497236,none,,,1,1,,0,0,0,0
2,32,4,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N32_M4_seq_zmq_local,20260728_082802,4.132818222045898,0.7417159080505371,1.3785028457641602,0.06350517272949219,300,0.00021039883295694987,0.00017440319061279297,0.00048041343688964844,,9064.4765625,5567.106249999999,1209350.304850578,none,,,1,1,,0,0,0,0
2,32,4,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N32_M4_seq_zmq_local,20260728_082808,4.218370676040649,1.150080919265747,1.0682353973388672,0.06277966499328613,300,0.00020795663197835287,0.00017595291137695312,0.0004355907440185547,,9116.22265625,5268.8,1223326.0564262846,none,,,1,1,,0,0,0,0
2,32,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N32_M4_seq_zmq_local,20260728_082815,4.159898519515991,0.8556206226348877,1.2663729190826416,0.06468915939331055,300,0.00021436055501302084,0.00018227100372314453,0.0004870891571044922,,9068.04296875,5749.147058823529,1187215.9218062405,none,,,1,1,,0,0,0,0
2,4,1,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M1_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082821,1.7995102405548096,0.6322555541992188,0.07037568092346191,0.050994157791137695,300,0.00016940832138061522,0.00015544891357421875,0.0002415180206298828,,1327.41796875,1466.7400000000002,47064.21488182902,on,cross_fed,all2all,1,1,same_step,16,4,4,4
2,4,1,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M1_seq_zmq_local_xcross_fed_all2all_w1_f1_same_step,20260728_082825,1.7856600284576416,0.6312828063964844,0.07122659683227539,0.0480647087097168,300,0.00015958070755004884,0.00012969970703125,0.0003228187561035156,,1328.03125,1398.3899999999999,49932.6858401373,on,cross_fed,all2all,1,1,same_step,16,4,4,4
